accession,entry_name,gene_primary,protein_name,length_aa,mass_da,mw_kda,gene_upper,marker_categories,marker_notes,is_marker,signaling_categories,signaling_notes,is_signaling_prefix,families,family_categories,family_notes,mw_bin_start_kda,mw_bin_end_kda,mw_bin_label,protein_count,marker_count,signaling_prefix_count,family_count,audit_burden_score,audit_priority,defensive_note
A0A8V1A553,A0A8V1A553_CHICK,LOC121113450,EF-hand domain-containing protein,84,9190.877480000001,9.190877480000001,LOC121113450,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0X0D1,A0A8V0X0D1_CHICK,,Uncharacterized protein,83,9194.432780000001,9.194432780000001,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YKY5,A0A8V0YKY5_CHICK,TUBE1,Tubulin epsilon 1,80,9200.62488,9.20062488,TUBE1,,,False,,,False,Tubulin family,marker/cytoskeleton family,tubulin marker family,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Tubulin family
A0A8V0XB37,A0A8V0XB37_CHICK,UBL5,Ubiquitin-like protein 5,82,9212.493980000001,9.212493980000001,UBL5,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Z1B4,A0A8V0Z1B4_CHICK,LOC100859848,CRIB domain-containing protein,82,9228.35058,9.22835058,LOC100859848,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZI98,A0A8V0ZI98_CHICK,ATP5J2,"ATP synthase F(0) complex subunit f, mitochondrial",79,9230.781880000004,9.230781880000004,ATP5J2,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Mitochondrial markers
A0A8V1AMV5,A0A8V1AMV5_CHICK,CRLF3,Cytokine receptor like factor 3,82,9234.37648,9.234376480000002,CRLF3,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XHS2,A0A8V0XHS2_CHICK,C8orf22,C8orf22 homolog,85,9242.286979999999,9.24228698,C8ORF22,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XD59,A0A8V0XD59_CHICK,BACH2,BTB domain and CNC homolog 2,82,9247.523680000004,9.247523680000004,BACH2,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YNQ4,A0A8V0YNQ4_CHICK,,Copper transport protein ATOX1,83,9251.57418,9.25157418,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y9J0,A0A8V0Y9J0_CHICK,,RING-type domain-containing protein,82,9255.584679999998,9.255584679999998,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
P0DJH7,CENPX_CHICK,CENPX,Centromere protein X,80,9256.705980000004,9.256705980000005,CENPX,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YCE9,A0A8V0YCE9_CHICK,PDE6H,Phosphodiesterase 6H,85,9277.602480000003,9.277602480000002,PDE6H,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Z352,A0A8V0Z352_CHICK,,Uncharacterized protein,82,9278.710280000001,9.27871028,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1L1RVM4,A0A1L1RVM4_CHICK,MLLT11,Protein AF1q,83,9285.481479999999,9.285481479999998,MLLT11,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YF39,A0A8V0YF39_CHICK,LOC107055444,TCP4 polymerase,84,9293.633780000004,9.293633780000004,LOC107055444,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1D5PFG0,A0A1D5PFG0_CHICK,C2orf88,A-kinase anchoring protein 19,87,9302.356480000002,9.302356480000002,C2ORF88,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZC01,A0A8V0ZC01_CHICK,COX6A1,Cytochrome c oxidase subunit,81,9305.69348,9.30569348,COX6A1,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Mitochondrial markers
A0A8V0XJE0,A0A8V0XJE0_CHICK,,Uncharacterized protein,78,9316.14988,9.316149880000001,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1D5NZB7,A0A1D5NZB7_CHICK,MANBAL,Mannosidase beta like,86,9321.979280000001,9.32197928,MANBAL,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XNH2,A0A8V0XNH2_CHICK,,Uncharacterized protein,78,9326.43088,9.32643088,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZQI3,A0A8V0ZQI3_CHICK,FAM183A,Family with sequence similarity 183 member A,85,9331.513780000001,9.331513780000002,FAM183A,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YWW0,A0A8V0YWW0_CHICK,YAE1D1,YAE1 maturation factor of ABCE1,81,9333.402280000008,9.333402280000007,YAE1D1,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1AMB2,A0A8V1AMB2_CHICK,,Secreted protein,84,9343.167080000001,9.34316708,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A3Q2UA60,A0A3Q2UA60_CHICK,STXBP6,Syntaxin binding protein 6,83,9347.883780000007,9.347883780000007,STXBP6,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZNS1,A0A8V0ZNS1_CHICK,,TruB pseudouridine synthase family member 1,88,9352.788280000006,9.352788280000006,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XP40,A0A8V0XP40_CHICK,SEC61B,Sec61 translocon beta subunit,89,9360.781680000004,9.360781680000004,SEC61B,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
R4GFS5,R4GFS5_CHICK,SNN,Stannin,87,9369.833980000003,9.369833980000003,SNN,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1L1RUU1,A0A1L1RUU1_CHICK,,Uncharacterized protein,84,9393.787080000004,9.393787080000005,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y4X8,A0A8V0Y4X8_CHICK,LOC121111575,Protein MANBAL,85,9404.021480000001,9.40402148,LOC121111575,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZFJ0,A0A8V0ZFJ0_CHICK,LOC121111575,Uncharacterized protein,85,9415.044780000002,9.415044780000002,LOC121111575,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0X5R1,A0A8V0X5R1_CHICK,YLEC17,"C-type lectin like 17, MHCY region",80,9443.686780000005,9.443686780000005,YLEC17,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
P02314,HMGN2_CHICK,HMGN2,Non-histone chromosomal protein HMG-17,90,9452.722479999999,9.452722479999998,HMGN2,,,False,,,False,Histone family,nuclear marker family,histone family,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Histone family
A0A8V0Y558,A0A8V0Y558_CHICK,SELENOW,Selenoprotein W,85,9456.99368,9.45699368,SELENOW,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y1C9,A0A8V0Y1C9_CHICK,SMIM13,Small integral membrane protein 13,95,9457.98218,9.45798218,SMIM13,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1A4G9,A0A8V1A4G9_CHICK,PKIG,"Protein kinase (cAMP-dependent, catalytic) inhibitor gamma",85,9467.394680000001,9.467394680000002,PKIG,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YHZ4,A0A8V0YHZ4_CHICK,UBE2A,Ubiquitin conjugating enzyme E2 A,84,9469.797380000002,9.469797380000001,UBE2A,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XZ67,A0A8V0XZ67_CHICK,,Proteasome alpha-type subunits domain-containing protein,86,9470.027380000001,9.470027380000001,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
D0EYG3,SELW_CHICK,SELENOW,Selenoprotein W,85,9471.833680000002,9.471833680000001,SELENOW,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0X883,A0A8V0X883_CHICK,YLEC44,C-type lectin domain-containing protein,80,9473.713080000005,9.473713080000005,YLEC44,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y9C9,A0A8V0Y9C9_CHICK,LYRM4,LYR motif containing 4,82,9484.869880000006,9.484869880000005,LYRM4,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Z2E0,A0A8V0Z2E0_CHICK,,Uncharacterized protein,87,9493.203780000005,9.493203780000005,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
R4GGZ2,R4GGZ2_CHICK,NDUFA4,Cytochrome c oxidase subunit FA4,82,9497.08758,9.497087579999999,NDUFA4,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Mitochondrial markers
F1NRX4,F1NRX4_CHICK,LAMTOR5,Ragulator complex protein LAMTOR5,91,9515.751180000001,9.51575118,LAMTOR5,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0X382,A0A8V0X382_CHICK,CDH9,Cadherin 9,80,9518.07748,9.51807748,CDH9,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1AGS0,A0A8V1AGS0_CHICK,,Uncharacterized protein,90,9521.340380000003,9.521340380000003,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y3L1,A0A8V0Y3L1_CHICK,GNG4,Guanine nucleotide-binding protein subunit gamma,84,9532.137780000008,9.532137780000008,GNG4,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XXK7,A0A8V0XXK7_CHICK,,RING-type E3 ubiquitin transferase,82,9535.091579999997,9.535091579999996,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1D5PCT2,A0A1D5PCT2_CHICK,POLR2H,RNA polymerase II subunit H,84,9541.130780000005,9.541130780000005,POLR2H,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A3Q2TV39,A0A3Q2TV39_CHICK,RPS27L,40S ribosomal protein S27,84,9547.21938,9.54721938,RPS27L,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XR31,A0A8V0XR31_CHICK,COA6,Cytochrome c oxidase assembly factor 6 homolog,79,9548.764580000001,9.54876458,COA6,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Mitochondrial markers
A0A8V0XRP6,A0A8V0XRP6_CHICK,,Integrase catalytic domain-containing protein,85,9551.028180000001,9.551028180000001,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZTH7,A0A8V0ZTH7_CHICK,,Uncharacterized protein,85,9553.037580000004,9.553037580000003,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XL82,A0A8V0XL82_CHICK,HJURP,Holliday junction recognition protein,80,9563.75138,9.56375138,HJURP,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1D5PLF8,A0A1D5PLF8_CHICK,SPTSSB,Serine palmitoyltransferase small subunit B,80,9564.217680000003,9.564217680000004,SPTSSB,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1AFW9,A0A8V1AFW9_CHICK,CTXN1,Cortexin 1,84,9565.10748,9.56510748,CTXN1,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZM71,A0A8V0ZM71_CHICK,,Uncharacterized protein,91,9574.880880000002,9.574880880000002,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZXW4,A0A8V0ZXW4_CHICK,LOC100858942,Uncharacterized protein,81,9578.094480000002,9.57809448,LOC100858942,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A3Q2UD09,A0A3Q2UD09_CHICK,CDC26,Anaphase-promoting complex subunit CDC26,84,9579.823180000005,9.579823180000005,CDC26,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1ADB7,A0A8V1ADB7_CHICK,PDE6G,Phosphodiesterase 6G,87,9595.083180000003,9.595083180000003,PDE6G,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
F1NWK2,F1NWK2_CHICK,COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial",83,9596.376580000002,9.596376580000001,COX7A2,,,False,,,False,Mitochondrial markers,organelle marker family,mitochondrial fraction markers,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Mitochondrial markers
A0A8V0XHQ8,A0A8V0XHQ8_CHICK,ACBD7,Acyl-CoA binding domain containing 7,86,9597.041180000002,9.597041180000002,ACBD7,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0X499,A0A8V0X499_CHICK,SPTSSBL,Serine palmitoyltransferase small subunit B,80,9601.32968,9.601329680000001,SPTSSBL,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1A8Q5,A0A8V1A8Q5_CHICK,LAMTOR5,Ragulator complex protein LAMTOR5,89,9604.78238,9.604782380000001,LAMTOR5,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XH44,A0A8V0XH44_CHICK,TMSB4X,Thymosin beta 4X,90,9606.89438,9.60689438,TMSB4X,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XPB3,A0A8V0XPB3_CHICK,STXBP6,Syntaxin binding protein 6,86,9608.431180000005,9.608431180000006,STXBP6,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZDD3,A0A8V0ZDD3_CHICK,,Uncharacterized protein,96,9614.109880000004,9.614109880000004,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YHI2,A0A8V0YHI2_CHICK,IER3IP1,Immediate early response 3-interacting protein 1,89,9621.309580000006,9.621309580000007,IER3IP1,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Actin family
A0A8V0ZU40,A0A8V0ZU40_CHICK,,Uncharacterized protein,94,9622.955080000007,9.622955080000008,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1D5PFH6,A0A1D5PFH6_CHICK,BORCS8,BLOC-1 related complex subunit 8,85,9628.859779999999,9.628859779999999,BORCS8,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1L1RML9,A0A1L1RML9_CHICK,SPINK4,Serine peptidase inhibitor Kazal type 4,90,9631.32208,9.63132208,SPINK4,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1D5PZT4,A0A1D5PZT4_CHICK,GCHFR,GTP cyclohydrolase 1 feedback regulatory protein,84,9632.181680000003,9.632181680000004,GCHFR,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZM35,A0A8V0ZM35_CHICK,,Uncharacterized protein,94,9634.050079999997,9.634050079999998,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZG59,A0A8V0ZG59_CHICK,,Keratin,101,9635.116480000004,9.635116480000004,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0X5Y8,A0A8V0X5Y8_CHICK,,Uncharacterized protein,84,9640.10208,9.64010208,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
F1NF81,F1NF81_CHICK,DBI,Acyl-CoA-binding protein,86,9642.957880000005,9.642957880000006,DBI,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y7T9,A0A8V0Y7T9_CHICK,LYRM4,LYR motif containing 4,83,9644.109580000004,9.644109580000004,LYRM4,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
Q9PRL8,ACBP_CHICK,DBI,Acyl-CoA-binding protein,86,9644.927480000006,9.644927480000005,DBI,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1L1S0Y9,A0A1L1S0Y9_CHICK,CKS1B,Cyclin-dependent kinases regulatory subunit,79,9645.119680000002,9.645119680000002,CKS1B,,,False,,,False,Cell-cycle CDK/cyclin,cell-cycle family,cell-cycle proteins often used in signaling blots,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Cell-cycle CDK/cyclin
A0A8V0YYX0,A0A8V0YYX0_CHICK,C10H15ORF48,"Chromosome 10 open reading frame, human C15orf48",86,9646.29688,9.64629688,C10H15ORF48,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A3Q2TWA0,A0A3Q2TWA0_CHICK,,Inhibitor of growth protein N-terminal histone-binding domain-containing protein,80,9648.10768,9.648107679999999,,,,False,,,False,Histone family,nuclear marker family,histone family,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Histone family
A0A8V0ZU73,A0A8V0ZU73_CHICK,MT4,Metallothionein,92,9649.14098,9.64914098,MT4,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1A8N4,A0A8V1A8N4_CHICK,S100A1,Protein S100,85,9651.927380000006,9.651927380000007,S100A1,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Z3L9,A0A8V0Z3L9_CHICK,,Uncharacterized protein,91,9652.41438,9.65241438,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
F1NJ53,F1NJ53_CHICK,SMPX,Small muscular protein,88,9653.059879999999,9.653059879999999,SMPX,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XGR1,A0A8V0XGR1_CHICK,ACBD7,Acyl-CoA binding domain containing 7,85,9656.092480000005,9.656092480000005,ACBD7,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YEX1,A0A8V0YEX1_CHICK,AvBD6,Avian beta-defensin 6,89,9668.29668,9.66829668,AVBD6,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1D5PYU4,A0A1D5PYU4_CHICK,PRLH,Prolactin releasing hormone,87,9678.350380000003,9.678350380000003,PRLH,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Actin family
A0A8V1A3L2,A0A8V1A3L2_CHICK,OTOS,Otospiralin,84,9683.154780000004,9.683154780000004,OTOS,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XQ18,A0A8V0XQ18_CHICK,,Uncharacterized protein,86,9706.74998,9.70674998,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YSX0,A0A8V0YSX0_CHICK,CTNNBIP1,Beta-catenin-interacting protein 1,87,9711.192280000005,9.711192280000004,CTNNBIP1,,,False,,,False,Actin family,marker/cytoskeleton family,actin family and actin-related proteins,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,configured audit family match: Actin family
A0A8V0X2N5,A0A8V0X2N5_CHICK,LOC121108846,Uncharacterized protein,84,9715.21718,9.71521718,LOC121108846,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YVL1,A0A8V0YVL1_CHICK,,Uncharacterized protein,91,9722.467579999999,9.722467579999998,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1AL30,A0A8V1AL30_CHICK,LOC121107569,Keratin,98,9723.122980000006,9.723122980000005,LOC121107569,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A1L1RSB5,A0A1L1RSB5_CHICK,SNRPF,Small nuclear ribonucleoprotein F,86,9725.191380000002,9.725191380000002,SNRPF,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y966,A0A8V0Y966_CHICK,TRIQK,Triple QxxK/R motif-containing protein,86,9730.352980000001,9.730352980000001,TRIQK,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Y043,A0A8V0Y043_CHICK,,Uncharacterized protein,92,9732.138179999998,9.732138179999998,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1ABE2,A0A8V1ABE2_CHICK,LAMTOR5,Ragulator complex protein LAMTOR5,94,9755.79298,9.75579298,LAMTOR5,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V1AND8,A0A8V1AND8_CHICK,SUMO2,Small ubiquitin-like modifier 2,86,9758.250580000004,9.758250580000004,SUMO2,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZFV4,A0A8V0ZFV4_CHICK,,Secreted protein,88,9760.028580000002,9.760028580000002,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0YAF9,A0A8V0YAF9_CHICK,GNG4,Guanine nucleotide-binding protein subunit gamma,86,9766.34378000001,9.76634378000001,GNG4,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0XM77,A0A8V0XM77_CHICK,GRIA4,Glutamate ionotropic receptor AMPA type subunit 4,88,9774.132380000001,9.774132380000001,GRIA4,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0ZFV1,A0A8V0ZFV1_CHICK,DBI,Acyl-CoA-binding protein,87,9775.135280000004,9.775135280000004,DBI,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
A0A8V0Z2W0,A0A8V0Z2W0_CHICK,,Uncharacterized protein,87,9778.304880000002,9.778304880000002,,,,False,,,False,,,,8.0,10.0,8.0-10.0 kDa,330,0,4,7,27.75,elevated,standard full-blot and antibody-validation checks
